Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Barcelona,Celta Vigo,17,2,0,H,9,11,5,1,14,15,4,6,0,1,0,0,1.12,9,21
Betis,Eibar,17,1,1,D,4,15,2,4,11,13,4,11,2,4,0,0,1.8,3.75,4.5
Girona,Getafe,17,1,1,D,12,5,4,2,9,13,4,1,1,2,0,0,2.62,3,2.9
Leganés,Sevilla,17,1,1,D,17,6,6,1,14,10,4,2,5,3,0,0,2.8,3.1,2.7
Rayo Vallecano,Levante,17,1,2,A,34,6,12,2,10,19,15,1,1,2,0,0,1.14,8.5,19
Real Sociedad,Alavés,17,0,1,A,18,9,4,3,14,11,10,1,2,4,0,0,1.75,3.5,5
Valencia,Huesca,17,1,0,H,9,11,3,1,9,13,6,2,1,2,0,0,1.9,3.5,4.2
Villarreal,Real Madrid,17,3,0,H,12,21,6,5,7,12,6,4,4,1,0,0,2.5,3.4,2.8
Alavés,Valencia,18,2,2,D,10,12,4,7,17,16,5,7,3,5,0,0,2.1,3.2,3.75
Celta Vigo,Athletic Club,18,1,2,A,17,8,3,4,16,21,3,2,2,5,0,0,2.4,3.3,3
Eibar,Villarreal,18,0,0,D,24,7,6,4,12,17,13,1,0,2,0,0,2.1,3.25,3.5
Espanyol,Leganés,18,1,0,H,12,10,1,2,10,17,3,6,2,5,0,1,2,3.3,4.2
Getafe,Barcelona,18,1,2,A,10,12,2,8,23,12,4,4,4,3,0,0,8,5.25,1.36
Huesca,Betis,18,2,1,H,11,7,6,1,21,7,4,6,3,2,0,0,3.2,3.5,2.2
Levante,Girona,18,2,2,D,19,9,8,2,18,16,8,2,3,1,1,0,2.15,3.5,3.3
Real Madrid,Real Sociedad,18,5,2,H,22,9,11,2,12,13,7,2,2,2,0,0,1.66,4.2,4.75
Sevilla,Atlético Madrid,18,1,1,D,13,9,4,3,10,15,4,10,2,3,0,0,3,3.2,2.5
Valladolid,Rayo Vallecano,18,1,0,H,11,9,5,3,21,6,6,6,2,5,0,0,7.5,4.5,1.4
Athletic Club,Sevilla,19,0,0,D,13,11,2,3,25,22,5,2,2,5,0,0,2.5,3.3,2.87
Atlético Madrid,Levante,19,1,0,H,19,7,5,2,9,17,5,2,0,3,0,0,1.25,6,12
Barcelona,Eibar,19,3,0,H,7,15,6,2,10,12,2,3,2,1,0,0,1.12,9,21
Betis,Real Madrid,19,1,0,H,11,8,3,2,15,17,5,8,3,6,0,1,2.8,3.5,2.45
Girona,Alavés,19,1,1,D,9,15,4,4,21,14,6,3,4,2,0,0,2.1,3.1,4
Leganés,Huesca,19,1,0,H,14,9,7,3,11,9,4,4,3,3,0,0,1.95,3.25,4.33
Rayo Vallecano,Celta Vigo,19,2,0,H,22,6,7,1,15,8,9,2,1,0,0,0,1.18,7.5,13
Real Sociedad,Espanyol,19,3,2,H,9,21,4,2,15,12,7,3,7,4,1,0,2,3.3,4
Valencia,Valladolid,19,0,1,A,12,9,5,5,16,23,9,5,0,3,0,0,2.1,3.4,3.6
Villarreal,Getafe,19,1,2,A,17,9,6,4,14,13,6,1,5,3,0,0,2.15,3.1,3.8
Barcelona,Leganés,20,3,1,H,15,5,7,2,12,18,5,1,3,3,0,0,1.12,9,21
Betis,Girona,20,3,2,H,12,8,5,5,9,12,7,2,2,4,0,0,1.61,3.75,6
Celta Vigo,Valencia,20,3,3,D,12,14,5,4,9,11,7,8,2,2,0,0,1.75,3.5,5.25
Eibar,Espanyol,20,3,0,H,16,6,9,0,16,10,6,2,2,5,0,0,2.1,3.1,4
Getafe,Alavés,20,4,0,H,12,6,5,0,17,18,4,2,0,4,0,0,2,3.1,4.5
Huesca,Atlético Madrid,20,0,3,A,14,15,3,8,15,13,6,5,2,2,0,0,5.75,3.6,1.66
Levante,Valladolid,20,4,1,H,12,20,7,3,17,12,6,7,1,4,0,1,1.95,3.8,3.6
Rayo Vallecano,Real Sociedad,20,0,2,A,28,12,8,4,13,13,10,4,5,1,1,0,1.33,6,7.5
Real Madrid,Sevilla,20,0,1,A,17,4,5,2,18,9,5,3,3,1,0,0,2.05,3.5,3.6
Villarreal,Athletic Club,20,1,1,D,3,9,1,2,17,13,1,3,4,1,0,0,2.2,3.3,3.4
Alavés,Rayo Vallecano,21,1,0,H,8,13,4,6,20,10,4,3,1,0,0,0,9,4.75,1.36
Athletic Club,Betis,21,1,0,H,11,8,2,2,20,6,6,4,4,2,1,0,2.1,3.3,3.5
Atlético Madrid,Getafe,21,2,0,H,10,6,6,2,11,26,3,6,2,7,0,2,1.53,3.6,8
Espanyol,Real Madrid,21,0,1,A,13,12,3,3,11,14,6,5,3,4,1,1,2.4,3.5,2.9
Girona,Barcelona,21,0,2,A,13,15,5,7,18,12,3,8,5,3,1,0,10,5.25,1.33
Leganés,Eibar,21,2,2,D,9,5,3,2,15,14,4,5,2,3,0,0,2.62,3,3
Real Sociedad,Huesca,21,0,0,D,8,8,1,1,9,22,5,2,0,3,0,0,1.61,3.75,6
Sevilla,Levante,21,3,1,H,23,6,6,3,12,19,8,3,2,2,0,0,1.5,4.75,5.5
Valencia,Villarreal,21,0,0,D,9,7,3,3,13,18,8,3,3,2,0,0,2.9,3.3,2.4
Valladolid,Celta Vigo,21,4,2,H,11,13,8,4,12,8,7,5,4,1,0,0,2.5,3.4,2.8
Barcelona,Valencia,22,1,0,H,20,10,8,0,12,18,3,5,1,3,0,0,1.14,9,15
Betis,Atlético Madrid,22,1,0,H,7,13,3,1,7,21,1,7,4,3,0,0,4,3.2,2.05
Celta Vigo,Sevilla,22,1,2,A,12,13,4,8,18,12,4,6,4,3,0,0,3.1,3.2,2.4
Eibar,Girona,22,3,0,H,17,6,5,2,12,9,8,5,2,1,0,0,1.66,4,5
Huesca,Valladolid,22,0,1,A,14,14,4,2,16,18,6,3,2,1,0,0,2.14,3.5,3.4
Levante,Getafe,22,0,0,D,8,9,4,2,7,15,5,5,4,3,0,0,2.37,3.25,3.1
Rayo Vallecano,Leganés,22,4,1,H,17,8,8,3,11,11,8,1,1,1,0,0,1.12,9,21
Real Madrid,Alavés,22,2,0,H,18,5,5,2,13,19,11,1,3,4,0,0,1.5,4.33,6.5
Real Sociedad,Athletic Club,22,2,1,H,6,8,2,5,17,13,3,3,1,1,0,0,2.35,3.3,3.2
Villarreal,Espanyol,22,2,2,D,14,17,5,2,22,16,3,2,4,5,0,0,1.8,3.75,4.5
Alavés,Levante,23,2,0,H,16,8,4,0,14,18,3,10,3,2,0,0,2,3.4,3.8
Athletic Club,Barcelona,23,0,0,D,13,10,5,2,23,10,6,4,4,2,1,0,4.75,4,1.7
Atlético Madrid,Real Madrid,23,1,1,D,11,11,4,5,16,12,5,7,5,4,0,0,2.1,3.6,3.4
Espanyol,Rayo Vallecano,23,2,4,A,13,16,6,9,15,17,1,6,3,4,0,1,4.2,4,1.8
Getafe,Celta Vigo,23,3,1,H,12,13,6,3,16,13,4,3,3,3,0,1,1.9,3.4,4.33
Girona,Huesca,23,0,2,A,13,6,7,6,9,18,13,2,3,1,1,0,2,3.3,4
Leganés,Betis,23,3,0,H,16,3,4,1,22,11,4,4,4,2,0,1,2.25,3,3.6
Sevilla,Eibar,23,0,1,A,7,13,2,3,10,15,7,6,2,3,0,0,1.45,4.5,6.5
Valencia,Real Sociedad,23,1,1,D,10,10,4,1,18,8,7,5,4,1,0,0,2.6,3,3
Valladolid,Villarreal,23,2,2,D,15,11,7,5,7,12,8,4,1,3,0,1,3.1,3.4,2.25
Barcelona,Valladolid,24,3,1,H,12,8,6,1,12,17,10,4,1,2,0,0,1.16,8,15
Betis,Alavés,24,1,1,D,19,6,10,3,10,12,6,3,4,1,0,0,1.72,3.5,5.25
Celta Vigo,Levante,24,1,4,A,14,14,7,8,12,17,5,7,1,1,1,0,1.8,3.8,4.5
Eibar,Getafe,24,2,2,D,11,7,6,4,12,12,3,3,2,2,0,0,2.05,3.3,4
Huesca,Athletic Club,24,0,1,A,12,9,2,4,16,11,3,5,5,1,0,0,3.1,3.1,2.5
Rayo Vallecano,Atlético Madrid,24,0,0,D,15,8,6,3,7,17,8,6,3,4,0,0,2,3.5,3.75
Real Madrid,Girona,24,2,0,H,17,8,5,2,18,12,5,3,2,1,0,0,1.44,4.5,7
Real Sociedad,Leganés,24,3,0,H,15,8,6,3,10,16,4,1,4,2,0,0,2.05,3.1,4.2
Valencia,Espanyol,24,1,1,D,15,11,2,4,16,16,5,2,4,2,0,0,3.4,3.1,2.25
Villarreal,Sevilla,24,0,0,D,11,12,1,2,12,12,8,6,4,1,0,1,2.25,3.25,3.3
Alavés,Celta Vigo,25,0,0,D,17,8,4,2,15,9,3,4,2,2,0,0,2.3,3.3,3.2
Athletic Club,Eibar,25,1,0,H,9,7,4,2,10,17,10,2,3,4,0,0,2.1,3.25,3.8
Atlético Madrid,Villarreal,25,2,0,H,15,14,7,3,9,10,6,7,0,3,0,0,1.57,3.75,7
Espanyol,Huesca,25,1,1,D,13,13,2,4,9,16,7,4,2,4,0,0,1.72,3.6,5
Getafe,Rayo Vallecano,25,0,0,D,9,12,5,4,17,15,9,4,1,3,0,0,4,3.6,1.9
Girona,Real Sociedad,25,0,0,D,10,7,3,1,26,15,3,5,4,1,0,0,2.37,3.2,3
Leganés,Valencia,25,1,0,H,18,8,2,1,13,11,3,4,2,2,0,0,1.9,3.3,4.5
Levante,Real Madrid,25,2,6,A,19,20,10,9,5,18,8,4,1,1,0,0,3.5,3.6,2.04
Sevilla,Barcelona,25,1,1,D,10,10,3,5,11,6,5,2,2,2,0,0,4.75,4.2,1.64
Valladolid,Betis,25,1,1,D,20,7,5,2,22,9,6,3,5,3,1,0,2.75,3.5,2.45
Betis,Getafe,26,1,2,A,6,11,2,5,14,14,4,4,2,2,0,0,2.3,3,3.4
Eibar,Celta Vigo,26,1,0,H,15,3,4,1,14,16,7,0,1,1,0,0,1.72,3.8,4.75
Espanyol,Valladolid,26,2,1,H,15,9,5,3,11,19,6,2,0,2,0,0,1.8,3.6,4.5
Huesca,Sevilla,26,2,6,A,24,10,4,7,10,9,7,5,2,1,0,0,3.5,3.4,2.1
Leganés,Levante,26,1,0,H,14,15,3,4,15,10,2,2,6,4,0,0,1.95,3.4,4.2
Rayo Vallecano,Girona,26,1,2,A,19,14,7,6,13,18,7,0,3,2,1,0,1.16,8,15
Real Madrid,Barcelona,26,2,4,A,13,17,4,8,15,11,3,8,6,1,0,0,3.5,4,1.95
Real Sociedad,Atlético Madrid,26,0,2,A,19,8,3,3,12,17,7,3,1,4,0,1,4,3.25,2.05
Valencia,Athletic Club,26,1,0,H,10,9,3,1,14,22,1,3,5,5,0,0,2.9,3.1,2.6
Villarreal,Alavés,26,1,2,A,9,10,2,2,15,12,8,2,2,3,0,0,1.66,3.75,5.5
Alavés,Eibar,27,1,1,D,16,20,3,3,10,18,3,5,1,1,0,0,2.9,3.2,2.55
Athletic Club,Espanyol,27,1,1,D,15,5,6,2,13,20,7,0,3,5,0,0,1.66,3.6,6
Atlético Madrid,Leganés,27,1,0,H,13,3,4,2,9,7,4,4,2,2,0,0,1.45,4.2,10
Barcelona,Rayo Vallecano,27,5,1,H,13,15,8,4,17,14,4,2,2,2,0,0,1.95,3.8,3.6
Celta Vigo,Betis,27,0,1,A,7,14,1,4,17,16,4,4,3,0,0,0,2.5,3.3,2.9
Getafe,Huesca,27,2,1,H,14,8,6,1,14,17,13,1,0,4,0,0,1.61,3.6,6.5
Girona,Valencia,27,0,0,D,13,2,1,1,21,20,3,2,1,1,0,0,1.75,3.6,5
Levante,Villarreal,27,0,2,A,11,13,3,5,8,21,8,2,3,5,0,0,2.9,3.3,2.5
Sevilla,Real Sociedad,27,0,0,D,10,8,4,1,11,18,7,5,2,4,0,0,1.83,3.5,4.5
Valladolid,Real Madrid,27,1,4,A,13,17,2,8,6,15,2,6,1,0,0,0,3.25,3.6,2.14
Athletic Club,Atlético Madrid,28,2,0,H,9,9,5,2,12,4,1,7,3,1,0,0,3.9,3,2.2
Betis,Barcelona,28,1,4,A,13,16,3,9,10,11,3,7,1,2,0,0,7,5,1.4
Eibar,Valladolid,28,2,1,H,12,13,6,2,14,9,2,6,2,2,0,0,1.61,4,5.5
Espanyol,Sevilla,28,2,0,H,19,16,9,4,16,12,6,10,1,1,0,0,3.25,3.2,2.37
Huesca,Alavés,28,1,3,A,7,12,2,5,21,23,2,2,1,3,0,0,2.45,3.2,3
Leganés,Girona,28,0,2,A,12,8,3,4,20,6,6,2,8,1,0,0,2.15,3.2,3.7
Real Madrid,Celta Vigo,28,2,1,H,12,13,3,5,14,9,8,8,3,4,0,1,1.53,4.33,6
Real Sociedad,Levante,28,1,1,D,22,8,7,3,10,12,5,3,2,2,0,0,1.8,3.75,4.5
Valencia,Getafe,28,2,2,D,8,8,4,3,22,18,5,3,4,4,0,1,3.2,2.9,2.55
Villarreal,Rayo Vallecano,28,2,2,D,12,14,4,7,12,13,6,4,2,2,0,0,3.8,3.8,1.85
Alavés,Atlético Madrid,29,0,4,A,14,11,4,7,10,8,9,2,2,2,0,0,5.5,3.4,1.75
Barcelona,Espanyol,29,2,0,H,13,4,3,2,15,14,5,2,0,4,0,0,1.14,9,15
Celta Vigo,Villarreal,29,3,2,H,15,14,6,5,7,8,10,7,1,3,0,0,2.5,3.3,2.75
Getafe,Leganés,29,0,2,A,9,7,2,3,15,25,3,4,5,2,0,0,1.95,3.2,4.5
Girona,Athletic Club,29,1,2,A,6,8,2,5,18,18,3,3,2,4,0,0,2.87,2.9,2.7
Levante,Eibar,29,2,2,D,7,17,2,3,9,12,6,7,2,1,0,0,2.8,3.5,2.45
Rayo Vallecano,Betis,29,0,2,A,9,9,2,7,17,11,1,5,4,1,0,0,1.57,4.75,4.75
Real Madrid,Huesca,29,2,1,H,15,11,4,2,9,14,4,2,2,3,0,0,1.22,6.5,13
Sevilla,Valencia,29,1,1,D,17,6,5,1,15,18,7,0,2,5,0,0,1.53,4,7
Valladolid,Real Sociedad,29,2,2,D,11,10,4,4,14,10,2,9,2,1,0,0,2.87,3.3,2.5
Athletic Club,Levante,30,3,2,H,14,11,7,6,13,14,2,9,3,7,0,1,1.61,4,5.5
Atlético Madrid,Girona,30,2,0,H,17,12,7,4,10,9,4,3,1,0,0,0,1.36,4.5,10
Eibar,Rayo Vallecano,30,3,0,H,14,9,8,3,17,8,5,4,2,1,0,0,6,4.33,1.53
Espanyol,Getafe,30,1,1,D,9,13,3,3,14,14,5,4,4,3,0,0,2.4,3.1,3.2
Huesca,Celta Vigo,30,3,3,D,23,11,7,5,9,12,5,0,2,3,0,0,2.62,3.5,2.62
Leganés,Valladolid,30,1,0,H,13,6,4,2,12,12,6,4,1,4,0,1,2,3.3,4
Real Sociedad,Betis,30,2,1,H,15,11,7,6,12,13,3,6,2,3,0,0,2.25,3.3,3.3
Sevilla,Alavés,30,3,1,H,10,10,4,3,9,14,7,4,2,5,0,0,1.4,5,7.5
Valencia,Real Madrid,30,0,2,A,10,16,5,4,17,12,6,7,3,3,0,0,3.5,3.4,2.05
Villarreal,Barcelona,30,4,4,D,16,15,9,9,10,10,5,3,4,7,1,0,5.25,4.2,1.61
Alavés,Leganés,31,1,1,D,6,9,1,5,17,15,3,3,6,4,0,0,2.5,3,3.1
Barcelona,Atlético Madrid,31,2,0,H,21,9,10,2,14,12,5,1,3,4,0,1,1.75,3.6,5
Betis,Villarreal,31,2,1,H,17,10,7,4,15,14,4,3,4,4,0,0,2.2,3.4,3.3
Celta Vigo,Real Sociedad,31,3,1,H,11,14,4,7,16,11,2,7,2,1,0,1,2.4,3.3,3
Getafe,Athletic Club,31,1,0,H,6,9,2,1,16,18,1,2,2,1,0,0,2.3,3,3.5
Girona,Espanyol,31,1,2,A,14,9,5,2,23,20,1,4,5,2,0,0,2.5,3.2,3
Levante,Huesca,31,2,2,D,14,17,8,4,22,12,9,1,2,4,0,0,1.95,3.6,3.8
Rayo Vallecano,Valencia,31,2,0,H,16,12,7,2,14,7,8,6,1,0,0,0,1.16,8,15
