Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Hoffenheim,RB Leipzig,14,2,6,A,8,17,4,10,12,11,3,6,1,1,0,0,4.2,3.75,1.85
Leverkusen,Dortmund,14,1,1,D,15,9,9,3,8,19,7,4,1,3,1,0,2.25,3.6,3
Mainz 05,Augsburg,14,1,3,A,16,10,5,4,17,13,4,3,4,1,0,0,2.6,3.25,2.79
Schalke 04,Köln,14,2,1,H,9,12,6,4,18,18,4,3,2,6,0,0,2.1,3.5,3.5
Werder Bremen,Stuttgart,14,1,0,H,15,12,6,4,13,17,5,8,2,1,0,0,2.29,3.39,3.1
Wolfsburg,M'Gladbach,14,3,0,H,13,16,6,9,7,15,6,5,0,2,0,0,2.62,3.39,2.62
Augsburg,Hertha BSC,15,1,2,A,15,11,5,6,11,9,11,2,1,2,0,0,2.04,3.5,3.6
Dortmund,Werder Bremen,15,1,2,A,11,9,5,4,8,6,4,2,0,0,0,0,1.39,5.25,7
Eint Frankfurt,Bayern Munich,15,0,1,A,12,6,3,1,16,12,5,5,2,3,0,0,7,4.75,1.44
Hamburger SV,Wolfsburg,15,0,2,A,13,11,1,2,16,14,9,3,0,1,0,0,2.5,3.1,3.1
Hannover 96,Hoffenheim,15,1,2,A,9,16,3,9,12,14,1,6,1,3,0,0,2.54,3,3
Köln,Freiburg,15,6,0,H,18,4,11,1,13,10,4,8,1,0,0,0,1.53,4.5,5.75
M'Gladbach,Schalke 04,15,1,1,D,13,13,5,6,12,7,8,10,1,2,0,0,2.25,3.39,3.2
RB Leipzig,Mainz 05,15,2,2,D,12,13,7,9,16,17,6,4,2,3,0,0,1.39,4.75,8
Stuttgart,Leverkusen,15,0,2,A,9,18,5,4,12,12,8,5,1,1,0,0,3.2,3.5,2.25
Bayern Munich,Köln,16,5,2,H,22,6,11,4,8,19,3,4,0,2,0,0,1.19,7,13
Freiburg,M'Gladbach,16,2,1,H,11,16,3,6,17,14,3,3,2,3,0,0,3.29,3.5,2.14
Hamburger SV,Eint Frankfurt,16,0,0,D,7,15,1,2,8,17,3,7,1,2,0,0,2.45,3.25,3
Hertha BSC,Hannover 96,16,2,0,H,17,12,4,3,17,16,4,7,1,0,0,0,1.95,3.5,4
Hoffenheim,Stuttgart,16,2,0,H,10,9,3,2,18,12,5,1,2,1,0,0,2,3.4,3.9
Leverkusen,Werder Bremen,16,1,0,H,15,6,7,2,10,24,5,1,0,3,0,0,1.44,4.75,7
Mainz 05,Dortmund,16,0,2,A,13,15,0,6,14,6,2,6,0,0,0,0,5,4,1.61
Schalke 04,Augsburg,16,3,2,H,8,15,5,7,11,17,2,3,3,2,0,0,1.83,3.6,4.5
Wolfsburg,RB Leipzig,16,1,1,D,13,14,5,5,8,16,6,9,2,4,0,1,3,3.6,2.29
Augsburg,Freiburg,17,3,0,H,10,13,4,3,15,13,6,9,0,0,0,0,2.38,3.3,3.1
Dortmund,Hoffenheim,17,2,0,H,18,7,8,4,12,9,4,4,1,1,0,0,1.36,5,7.5
Eint Frankfurt,Schalke 04,17,2,2,D,6,15,2,5,21,20,4,6,4,2,0,0,2.5,3.1,3.1
Hannover 96,Leverkusen,17,1,2,A,11,16,3,5,15,9,4,3,2,2,0,0,3.79,3.5,2
Köln,Wolfsburg,17,3,0,H,17,6,6,1,7,7,11,4,1,1,0,0,1.66,4,5
M'Gladbach,Hamburger SV,17,3,1,H,18,18,5,6,6,8,7,3,0,3,0,0,1.8,3.6,4.75
RB Leipzig,Hertha BSC,17,2,1,H,18,12,6,4,11,16,2,3,1,4,0,0,1.44,4.5,7.5
Stuttgart,Bayern Munich,17,0,1,A,10,17,4,7,18,14,9,7,2,2,0,0,10,5,1.33
Werder Bremen,Mainz 05,17,2,2,D,14,9,7,3,13,22,8,5,2,3,0,0,1.95,3.5,4
Augsburg,Hamburger SV,18,3,3,D,17,9,8,6,6,14,11,4,1,3,0,0,1.75,3.6,5
Dortmund,Wolfsburg,18,0,0,D,19,10,1,4,10,11,6,7,1,1,0,0,1.39,5,7.5
Eint Frankfurt,Freiburg,18,4,2,H,13,8,8,4,19,18,4,1,2,1,0,0,1.9,3.5,4.2
Hannover 96,Mainz 05,18,0,0,D,18,5,6,2,15,14,11,1,4,5,0,1,2.25,3.29,3.39
Köln,M'Gladbach,18,1,3,A,16,16,5,6,14,13,5,5,2,1,0,0,2.04,3.6,3.5
Leverkusen,Bayern Munich,18,1,3,A,12,16,1,6,11,11,6,6,2,2,0,0,4.2,3.79,1.83
RB Leipzig,Schalke 04,18,3,1,H,15,10,9,6,16,19,4,4,2,2,0,0,2.1,3.39,3.6
Stuttgart,Hertha BSC,18,1,1,D,12,9,5,3,12,11,10,4,1,2,0,0,1.9,3.6,4
Werder Bremen,Hoffenheim,18,0,0,D,18,5,7,2,13,20,2,2,3,2,0,0,2.2,3.39,3.29
Bayern Munich,Werder Bremen,19,4,2,H,15,10,7,4,7,20,4,7,0,2,0,0,1.12,10,17
Freiburg,RB Leipzig,19,1,2,A,16,23,6,10,9,13,9,7,0,2,0,0,3.8,3.5,2
Hamburger SV,Köln,19,3,2,H,15,15,6,6,13,17,9,7,2,3,0,0,3.6,3.5,2.05
Hertha BSC,Dortmund,19,4,2,H,13,10,7,4,17,9,5,6,2,0,0,1,5.5,4.2,1.57
Hoffenheim,Leverkusen,19,2,1,H,5,12,3,5,12,25,3,6,1,2,0,0,3.3,3.4,2.2
M'Gladbach,Augsburg,19,2,0,H,16,16,6,3,9,11,8,5,0,1,0,0,2.1,3.6,3.39
Mainz 05,Stuttgart,19,3,2,H,21,8,12,5,9,8,7,3,2,4,0,0,2.6,3.2,2.87
Schalke 04,Hannover 96,19,2,0,H,12,7,4,1,16,19,7,6,3,3,0,0,1.57,3.79,6.5
Wolfsburg,Eint Frankfurt,19,1,3,A,13,18,4,6,12,19,4,3,4,2,1,0,2.2,3.2,3.6
Bayern Munich,Hoffenheim,20,0,0,D,19,5,6,3,11,12,9,2,0,0,0,0,1.16,7.5,17
Dortmund,Freiburg,20,5,0,H,22,6,8,2,11,12,8,5,0,3,0,0,1.22,6,13
Eint Frankfurt,M'Gladbach,20,2,0,H,9,14,2,2,14,14,4,4,5,2,0,0,2.45,3.39,2.89
Hannover 96,Wolfsburg,20,0,0,D,12,3,3,0,15,12,6,2,2,2,0,0,2.5,3.29,2.87
Köln,Augsburg,20,2,2,D,22,13,7,5,5,11,6,3,1,0,0,0,1.8,3.75,4.5
Leverkusen,Mainz 05,20,2,0,H,12,4,3,1,10,14,13,0,1,2,0,0,1.39,5,7.5
RB Leipzig,Hamburger SV,20,4,1,H,29,7,11,2,11,13,8,2,2,0,0,1,1.36,5,8.5
Stuttgart,Schalke 04,20,0,2,A,11,18,2,7,15,11,4,6,2,1,0,0,2.89,3.25,2.5
Werder Bremen,Hertha BSC,20,4,0,H,16,13,7,7,14,16,3,2,0,1,0,0,2.2,3.39,3.29
Augsburg,Eint Frankfurt,21,3,0,H,15,8,7,2,12,11,1,2,1,1,0,0,2.35,3.29,3.1
Freiburg,Leverkusen,21,2,0,H,7,10,3,3,15,7,2,2,3,1,0,1,5,3.75,1.72
Hamburger SV,Hannover 96,21,0,0,D,20,10,2,3,13,19,7,5,2,3,0,0,2.5,3.25,2.89
Hertha BSC,Hoffenheim,21,3,1,H,11,16,5,2,11,15,4,6,2,4,0,0,2.7,3.39,2.62
Köln,Dortmund,21,3,1,H,12,10,8,4,4,7,2,3,0,0,0,0,2.2,3.79,3
M'Gladbach,RB Leipzig,21,0,1,A,10,16,3,6,13,10,1,7,2,2,0,0,2.5,3.39,2.79
Mainz 05,Bayern Munich,21,0,2,A,16,13,4,6,10,15,3,5,0,3,0,0,10,5.25,1.3
Schalke 04,Werder Bremen,21,1,2,A,15,12,6,7,15,16,3,2,3,1,1,0,1.75,3.79,4.75
Wolfsburg,Stuttgart,21,1,1,D,15,13,5,2,12,10,3,6,0,2,0,0,2.25,3.29,3.29
Bayern Munich,Schalke 04,22,2,1,H,13,9,5,3,15,15,4,3,2,2,0,0,1.28,6,9.5
Dortmund,Hamburger SV,22,2,2,D,12,4,4,3,11,12,5,2,1,0,0,0,1.39,5,7.5
Eint Frankfurt,Köln,22,1,1,D,15,10,5,3,13,8,8,3,0,2,0,0,2.39,3.39,3
Hannover 96,Freiburg,22,0,2,A,13,9,3,2,21,13,9,3,3,3,0,0,2.2,3.29,3.39
Hoffenheim,Mainz 05,22,0,2,A,9,13,1,7,15,16,6,4,0,3,0,0,2,3.39,4
Leverkusen,Hertha BSC,22,3,2,H,27,11,8,4,9,11,5,2,2,2,0,0,1.19,7,13
RB Leipzig,Augsburg,22,2,0,H,23,12,9,2,12,17,6,7,0,2,0,0,1.7,3.79,5
Stuttgart,M'Gladbach,22,1,0,H,7,12,2,4,11,11,1,8,1,0,0,0,2.5,3.39,2.79
Werder Bremen,Wolfsburg,22,3,1,H,12,13,5,5,16,11,6,8,1,5,0,0,2.14,3.39,3.39
Augsburg,Stuttgart,23,0,1,A,8,16,2,6,16,16,4,7,4,1,0,0,2.04,3.39,3.75
