Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Montpellier,Reims,26,2,4,A,19,15,4,8,13,12,5,2,0,1,0,0,2.2,3.2,3.5
Nantes,Bordeaux,26,1,0,H,19,7,8,2,12,14,11,1,2,2,0,0,1.95,3.4,4.2
Paris S-G,Nîmes,26,3,0,H,21,8,7,3,15,10,9,7,3,0,0,0,1.25,6.5,11
Rennes,Marseille,26,1,1,D,16,9,3,2,14,15,7,2,4,3,0,1,2.9,3.3,2.45
Strasbourg,Lille,26,1,1,D,9,15,2,5,16,13,6,2,1,1,0,0,2.75,3.1,2.7
Toulouse,Caen,26,1,1,D,12,13,8,4,14,15,6,2,2,3,0,1,1.85,3.5,4.5
Angers,Monaco,27,2,2,D,13,12,4,5,8,15,2,3,2,3,0,0,3.3,3.3,2.25
Bordeaux,Montpellier,27,1,2,A,15,8,4,5,14,15,12,2,1,1,0,0,2.5,2.9,3.3
Caen,Paris S-G,27,1,2,A,7,25,2,7,13,13,2,8,2,1,0,0,12,6,1.22
Guingamp,Nantes,27,0,0,D,7,9,1,3,19,13,3,1,1,2,0,0,2.8,3,2.8
Lille,Dijon,27,1,0,H,14,6,1,1,9,15,9,5,0,1,0,0,1.53,3.8,7.5
Lyon,Toulouse,27,5,1,H,21,5,10,2,12,14,8,1,0,2,0,1,1.28,5.5,10
Marseille,Saint-Étienne,27,2,0,H,12,7,7,2,8,22,3,5,2,2,0,0,1.75,3.75,4.5
Nice,Strasbourg,27,1,0,H,9,10,2,1,4,14,5,3,0,0,1,1,2.3,2.9,3.6
Nîmes,Rennes,27,3,1,H,19,8,8,3,10,12,5,3,2,2,1,1,2.7,3.25,2.7
Reims,Amiens,27,2,2,D,10,8,4,2,11,11,6,3,1,1,0,0,1.75,3.4,5.25
Amiens,Nîmes,28,2,1,H,21,14,6,2,15,15,4,5,2,1,1,0,2.45,3.2,3.1
Dijon,Reims,28,1,1,D,5,26,1,5,18,14,4,6,1,1,1,0,3.1,3.1,2.45
Marseille,Nice,28,1,0,H,12,6,6,1,17,16,9,0,2,1,0,0,1.5,4.5,6
Monaco,Bordeaux,28,1,1,D,16,9,9,3,12,12,4,3,5,2,0,0,1.61,4,5.25
Montpellier,Angers,28,2,2,D,8,12,4,6,12,10,5,8,3,0,0,1,2.1,3.1,4
Nantes,Paris S-G,28,3,2,H,15,9,8,6,13,14,4,4,1,3,0,0,4.5,4.2,1.7
Rennes,Caen,28,3,1,H,11,6,6,1,11,16,5,4,2,4,0,1,1.61,3.6,6.5
Saint-Étienne,Lille,28,0,1,A,7,14,1,8,10,12,9,4,4,3,2,0,2.45,3.3,3
Strasbourg,Lyon,28,2,2,D,17,21,7,8,17,12,5,6,1,2,0,0,4.75,3.8,1.75
Toulouse,Guingamp,28,1,0,H,19,4,4,0,12,15,8,2,1,2,0,1,2.15,3.2,3.5
Angers,Amiens,29,0,0,D,11,8,3,4,14,18,2,1,1,4,0,0,2.1,3.1,4
Bordeaux,Rennes,29,1,1,D,14,10,4,3,13,11,3,9,2,3,0,0,2.62,3,2.9
Caen,Saint-Étienne,29,0,5,A,2,13,1,7,18,12,0,8,0,0,0,0,3.7,3.1,2.2
Guingamp,Dijon,29,1,0,H,14,12,2,4,8,9,6,4,0,2,0,0,2.1,3.1,4
Lille,Monaco,29,0,1,A,12,12,3,8,14,18,5,3,3,2,0,0,2.1,3.2,3.8
Lyon,Montpellier,29,3,2,H,23,10,13,4,7,11,8,6,1,2,0,0,1.4,4.33,8.5
Nice,Toulouse,29,1,1,D,10,18,2,3,8,20,2,6,0,2,0,0,2.05,3.1,4
Nîmes,Strasbourg,29,2,2,D,15,6,4,2,11,17,7,1,4,5,0,0,2.37,3.2,3.2
Paris S-G,Marseille,29,3,1,H,8,3,6,2,11,19,7,3,4,3,0,1,1.28,6,9.5
Reims,Nantes,29,1,0,H,10,7,2,1,8,16,7,3,4,3,0,1,2.15,3,4
Amiens,Bordeaux,30,0,0,D,12,5,3,0,8,21,7,1,1,3,0,0,2.5,3.1,3.1
Dijon,Nice,30,0,1,A,14,12,1,6,17,11,8,5,3,1,1,0,2.4,3.1,3.2
Marseille,Angers,30,2,2,D,11,14,5,4,18,10,3,7,4,1,1,0,1.53,3.75,7.5
Monaco,Caen,30,0,1,A,24,7,6,2,12,14,13,0,1,2,0,0,1.36,4.75,9.5
Montpellier,Guingamp,30,2,0,H,17,8,7,3,12,7,5,8,0,2,0,0,1.75,3.4,5.25
Nantes,Lille,30,2,3,A,8,10,2,3,15,21,3,6,2,3,0,0,3,3.1,2.55
Rennes,Lyon,30,0,1,A,12,18,2,5,13,19,2,6,2,3,0,0,4,3.6,1.9
Saint-Étienne,Nîmes,30,2,1,H,14,15,9,6,7,8,5,7,3,4,0,0,1.75,3.75,4.75
Strasbourg,Reims,30,4,0,H,13,10,9,3,15,13,4,9,2,3,1,0,2.62,3.1,2.9
Toulouse,Paris S-G,30,0,1,A,9,10,3,4,13,14,6,6,2,1,0,0,10,6.5,1.25
Amiens,Saint-Étienne,31,2,2,D,5,26,4,6,10,13,1,7,2,2,1,0,3,3.1,2.55
Angers,Rennes,31,3,3,D,17,7,9,5,11,13,4,2,3,4,0,0,2.7,3.2,2.7
Bordeaux,Marseille,31,2,0,H,7,20,7,5,16,13,1,11,2,3,1,0,3.6,3.4,2.1
Guingamp,Monaco,31,1,1,D,11,18,2,5,17,14,3,9,4,5,0,0,3.75,3.4,2.05
Lyon,Dijon,31,1,3,A,27,8,6,4,14,17,8,3,1,2,0,0,1.22,7,11
Nice,Montpellier,31,1,0,H,15,16,5,4,11,14,6,3,1,1,0,0,2.62,3,3
Nîmes,Caen,31,2,0,H,12,5,7,1,19,16,4,2,1,4,0,0,1.65,3.8,5.5
Paris S-G,Strasbourg,31,2,2,D,21,9,6,4,7,10,10,5,0,2,0,0,1.1,11,21
Reims,Lille,31,1,1,D,10,11,3,4,15,12,6,4,2,2,0,0,2.9,3.1,2.62
Toulouse,Nantes,31,1,0,H,14,19,5,1,19,11,4,5,3,1,0,1,2.4,3.1,3.2
Caen,Angers,32,0,1,A,8,13,2,5,14,13,1,3,4,1,0,0,3.1,3,2.55
Dijon,Amiens,32,0,0,D,18,4,5,1,13,11,8,1,3,3,0,1,2.3,3.1,3.4
Lille,Paris S-G,32,5,1,H,15,10,6,5,10,11,2,2,1,3,0,1,4.33,4,1.72
Marseille,Nîmes,32,2,1,H,14,8,4,3,11,15,4,6,1,2,0,0,1.57,4.33,5.5
Monaco,Reims,32,0,0,D,27,10,6,3,12,13,18,3,2,0,0,0,1.9,3.4,4
Montpellier,Toulouse,32,2,1,H,16,6,5,2,12,16,4,3,2,1,0,0,1.85,3.4,4.75
Nantes,Lyon,32,2,1,H,14,11,5,4,9,11,6,7,2,1,0,0,3.75,4,1.83
Rennes,Nice,32,0,0,D,14,7,7,2,13,8,4,2,2,1,0,0,1.8,3.6,4.5
Saint-Étienne,Bordeaux,32,3,0,H,14,5,6,1,13,13,8,4,2,0,0,0,1.72,3.6,5.25
Strasbourg,Guingamp,32,3,3,D,11,15,6,5,12,14,1,4,1,2,0,0,2,3.25,4.2
Dijon,Rennes,33,3,2,H,12,10,10,4,17,19,6,6,2,3,0,0,2.87,3.3,2.5
Guingamp,Marseille,33,1,3,A,9,15,3,6,16,13,3,5,2,3,0,0,4,3.6,1.9
Lyon,Angers,33,2,1,H,24,11,11,3,9,5,7,7,0,2,0,0,1.3,5.5,10
Nantes,Amiens,33,3,2,H,10,8,4,4,14,12,4,1,2,3,0,0,1.95,3.25,4.33
Nice,Caen,33,0,1,A,21,7,8,2,7,15,11,4,2,3,0,0,1.83,3.3,5
Nîmes,Bordeaux,33,2,1,H,8,11,2,2,14,22,3,6,0,4,0,0,2.15,3.4,3.4
Paris S-G,Monaco,33,3,1,H,10,15,5,4,13,9,3,4,0,1,0,0,1.5,4.5,6.5
Reims,Saint-Étienne,33,0,2,A,8,14,1,3,16,7,1,6,3,0,0,0,2.5,3.1,3.1
Strasbourg,Montpellier,33,1,3,A,6,20,1,7,16,12,3,5,2,2,0,0,2.6,3.1,3
Toulouse,Lille,33,0,0,D,10,16,2,4,16,18,2,3,2,3,0,0,3.75,3.1,2.15
Amiens,Strasbourg,34,0,0,D,8,7,1,1,12,21,3,1,1,3,0,0,2.1,3.1,3.75
Angers,Reims,34,1,1,D,10,5,5,4,6,16,4,0,0,3,0,0,2.5,3.1,2.9
Bordeaux,Lyon,34,2,3,A,10,18,2,5,15,11,2,3,3,3,1,0,5.25,3.75,1.7
Caen,Dijon,34,1,0,H,14,12,2,3,17,19,5,3,1,4,0,0,2.8,3.1,2.62
Lille,Nîmes,34,5,0,H,14,8,8,3,8,14,1,4,1,2,0,0,1.5,4,6.5
Marseille,Nantes,34,1,2,A,17,14,2,6,13,14,7,4,4,1,0,0,1.5,3.8,7.5
Montpellier,Paris S-G,34,3,2,H,15,8,9,3,17,15,9,3,3,4,0,0,4.33,3.6,1.83
Nice,Guingamp,34,3,0,H,15,14,5,3,12,19,2,4,4,3,0,0,2,3.2,4
Rennes,Monaco,34,2,2,D,10,16,4,5,13,12,5,9,2,2,0,0,3.5,3.3,2.15
Saint-Étienne,Toulouse,34,2,0,H,14,12,7,3,17,15,5,6,1,2,0,0,1.5,4,6.5
Bordeaux,Angers,35,0,1,A,10,9,2,1,17,14,5,1,2,0,0,0,2.25,3.1,3.5
Guingamp,Caen,35,0,0,D,10,1,1,0,24,14,5,0,1,4,0,0,1.9,3.3,4.5
Lyon,Lille,35,2,2,D,20,13,8,6,13,18,5,4,0,2,0,0,1.66,4,5
Monaco,Saint-Étienne,35,2,3,A,13,8,5,3,12,16,2,8,3,5,0,0,2.4,3.5,2.87
Montpellier,Amiens,35,1,1,D,13,4,4,1,14,22,5,0,1,2,0,0,1.72,3.75,5
Nantes,Dijon,35,3,0,H,22,8,5,3,9,13,3,2,0,2,0,1,1.9,3.5,4.2
Paris S-G,Nice,35,1,1,D,17,8,5,2,15,14,9,1,2,3,0,0,1.25,6,11
Reims,Nîmes,35,0,3,A,8,15,2,5,17,7,3,5,3,2,0,0,1.95,3.5,4
Strasbourg,Marseille,35,1,1,D,7,13,4,2,12,15,0,4,1,2,0,0,3.8,3.5,2
Toulouse,Rennes,35,2,2,D,19,11,4,3,20,15,6,6,3,3,0,0,2.3,3.3,3.25
Amiens,Toulouse,36,0,0,D,19,7,3,2,13,21,3,3,2,4,0,0,2.3,3.2,3.3
Angers,Paris S-G,36,1,2,A,14,9,4,4,27,18,2,3,0,0,0,1,6,4.33,1.53
Caen,Reims,36,3,2,H,14,15,10,4,7,19,4,9,1,2,0,0,2.4,3.1,3.1
Dijon,Strasbourg,36,2,1,H,13,17,6,8,12,13,2,7,1,1,0,0,2.05,3.5,3.6
Lille,Bordeaux,36,1,0,H,6,5,4,1,6,12,3,4,2,4,0,1,1.4,4.75,8
Marseille,Lyon,36,0,3,A,17,15,6,5,16,11,4,1,3,1,1,0,3,3.8,2.2
Nice,Nantes,36,1,1,D,8,13,2,3,13,13,4,1,2,3,0,0,2.5,3.1,3.1
Nîmes,Monaco,36,1,0,H,12,12,4,5,19,19,5,9,1,4,0,0,3.4,3.8,2.05
Rennes,Guingamp,36,1,1,D,7,23,4,9,12,12,6,8,3,1,1,0,1.95,3.5,4
Saint-Étienne,Montpellier,36,0,1,A,16,11,5,4,11,18,11,1,3,4,1,1,1.75,3.8,4.75
Bordeaux,Reims,37,0,1,A,13,9,4,2,11,15,10,0,0,1,0,0,2.37,3.1,3.3
Guingamp,Nîmes,37,2,2,D,18,21,9,4,17,12,5,5,2,2,0,0,2.8,3.4,2.5
Lille,Angers,37,5,0,H,18,13,12,3,13,12,3,6,1,3,0,0,1.53,4,7
Lyon,Caen,37,4,0,H,16,7,8,2,10,11,4,4,3,1,0,0,1.2,7,13
Monaco,Amiens,37,2,0,H,10,9,3,3,22,13,4,5,5,2,0,0,1.61,3.8,6
Montpellier,Nantes,37,1,1,D,16,10,2,2,13,11,4,3,0,3,0,0,1.8,3.8,4.33
Paris S-G,Dijon,37,4,0,H,17,13,7,3,13,4,2,5,1,1,0,0,1.3,5.5,10
Saint-Étienne,Nice,37,3,0,H,11,19,5,5,17,14,2,9,0,3,0,0,1.57,4,6
Strasbourg,Rennes,37,0,2,A,19,11,6,6,10,14,11,1,1,2,0,0,2.3,3.3,3.25
Toulouse,Marseille,37,2,5,A,19,21,5,8,4,11,5,9,1,2,0,0,3.4,3.3,2.2
Amiens,Guingamp,38,2,1,H,19,16,9,4,7,15,3,3,0,0,0,0,1.53,4,6.5
Angers,Saint-Étienne,38,1,1,D,14,15,5,4,12,4,7,8,1,1,0,0,2.62,3.4,2.62
Caen,Bordeaux,38,0,1,A,14,12,1,5,21,22,6,3,1,1,0,0,1.72,3.6,5.25
Dijon,Toulouse,38,2,1,H,12,13,6,3,9,11,4,5,2,2,0,0,1.5,4.5,6
Marseille,Montpellier,38,1,0,H,10,14,3,4,12,9,7,13,2,0,1,0,1.85,4.2,3.75
Nantes,Strasbourg,38,0,1,A,21,5,1,1,7,8,4,4,2,1,0,0,1.65,3.8,5.5
Nice,Monaco,38,2,0,H,8,11,2,4,13,10,3,4,2,3,0,0,3.1,3.5,2.25
Nîmes,Lyon,38,2,3,A,17,19,8,8,8,8,11,9,1,1,0,0,3.4,3.8,2
Reims,Paris S-G,38,3,1,H,10,13,6,2,14,8,4,5,2,1,0,0,6.5,5,1.45
Rennes,Lille,38,3,1,H,13,14,8,7,10,10,4,7,1,2,0,1,2.62,3.6,2.5
