Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Freiburg,Bayern Munich,27,1,1,D,12,26,5,8,8,9,1,7,3,1,0,0,12,6.5,1.22
Hannover 96,Schalke 04,27,0,1,A,15,6,3,3,16,17,8,2,1,1,0,0,4.5,3.6,1.8
Hoffenheim,Leverkusen,27,4,1,H,13,18,5,6,8,6,4,7,2,2,0,0,2.37,3.8,2.7
Nürnberg,Augsburg,27,3,0,H,12,14,4,3,8,12,4,4,1,3,0,0,2.87,3.3,2.5
RB Leipzig,Hertha BSC,27,5,0,H,21,6,9,0,7,6,6,3,1,1,0,0,1.5,4.33,6.5
Werder Bremen,Mainz 05,27,3,1,H,8,12,4,5,11,9,7,8,0,1,0,0,1.61,4.33,5
Augsburg,Hoffenheim,28,0,4,A,8,18,0,9,9,10,4,3,1,1,0,0,3.6,4.33,1.83
Bayern Munich,Dortmund,28,5,0,H,22,5,10,1,9,12,11,1,1,2,0,0,1.53,4.75,5.25
Hertha BSC,Düsseldorf,28,1,2,A,13,13,3,7,18,11,2,6,2,1,0,0,1.9,3.6,4
Leverkusen,RB Leipzig,28,2,4,A,11,8,4,4,10,12,6,2,2,1,0,0,2.3,3.75,2.9
M'Gladbach,Werder Bremen,28,1,1,D,15,12,3,6,7,6,7,1,2,2,0,0,2.05,3.6,3.4
Mainz 05,Freiburg,28,5,0,H,9,17,5,5,17,7,2,7,3,1,0,0,2.2,3.3,3.4
Schalke 04,Eint Frankfurt,28,1,2,A,6,16,4,5,16,8,3,6,5,1,1,0,3.3,3.5,2.15
Stuttgart,Nürnberg,28,1,1,D,14,19,4,6,8,11,12,5,1,3,0,0,1.8,3.75,4.5
Wolfsburg,Hannover 96,28,3,1,H,13,11,5,4,9,11,9,2,1,2,0,0,1.33,5.5,8.5
Dortmund,Mainz 05,29,2,1,H,11,17,7,9,10,6,4,4,0,1,0,0,1.3,5.75,9.5
Düsseldorf,Bayern Munich,29,1,4,A,7,21,2,10,11,8,2,6,1,0,0,0,12,7.5,1.18
Eint Frankfurt,Augsburg,29,1,3,A,17,18,4,6,17,9,8,2,3,1,1,0,1.45,4.5,6.5
Hannover 96,M'Gladbach,29,0,1,A,12,18,5,9,10,8,3,12,0,0,0,0,5.25,4.33,1.6
Hoffenheim,Hertha BSC,29,2,0,H,30,5,7,2,8,16,9,3,1,0,0,0,1.4,5,6.5
Nürnberg,Schalke 04,29,1,1,D,17,16,6,2,12,13,11,9,1,2,0,0,3.4,3.25,2.25
RB Leipzig,Wolfsburg,29,2,0,H,21,6,10,2,19,12,9,3,1,1,0,0,1.57,4.2,5.75
Stuttgart,Leverkusen,29,0,1,A,13,18,5,5,13,11,7,6,1,0,1,0,4.2,4.2,1.75
Werder Bremen,Freiburg,29,2,1,H,17,9,7,5,18,7,7,3,1,3,0,0,1.6,4,5.75
Augsburg,Stuttgart,30,6,0,H,24,14,13,4,13,6,9,4,0,0,0,0,2.05,3.5,3.6
Bayern Munich,Werder Bremen,30,1,0,H,28,3,7,0,10,12,14,3,0,2,0,1,1.14,8,19
Freiburg,Dortmund,30,0,4,A,9,10,2,6,10,6,5,3,2,0,0,0,6,4.33,1.53
Hertha BSC,Hannover 96,30,0,0,D,16,13,3,5,13,9,5,8,4,1,0,0,1.53,4.33,6
Leverkusen,Nürnberg,30,2,0,H,20,5,9,1,11,7,11,1,0,0,0,0,1.3,5.75,9.5
M'Gladbach,RB Leipzig,30,1,2,A,14,14,4,4,13,14,2,4,0,2,0,0,3,3.75,2.25
Mainz 05,Düsseldorf,30,3,1,H,21,17,5,7,10,14,3,7,0,3,0,0,2.1,3.6,3.4
Schalke 04,Hoffenheim,30,2,5,A,15,11,5,6,13,15,6,1,2,3,0,0,3.6,4,1.9
Wolfsburg,Eint Frankfurt,30,1,1,D,21,12,8,3,10,8,13,6,2,3,0,0,2.55,3.6,2.55
Augsburg,Leverkusen,31,1,4,A,8,13,2,7,11,8,3,3,1,0,0,0,4.5,4.33,1.66
Dortmund,Schalke 04,31,2,4,A,8,8,2,4,9,18,2,4,0,6,2,0,1.3,5.5,9
Düsseldorf,Werder Bremen,31,4,1,H,13,18,6,9,10,13,4,9,1,3,0,0,3.2,3.4,2.2
Eint Frankfurt,Hertha BSC,31,0,0,D,10,10,4,3,13,15,2,4,0,5,0,1,1.4,4.75,7
Hannover 96,Mainz 05,31,1,0,H,7,23,3,4,10,14,4,7,2,1,0,0,3,3.4,2.3
Hoffenheim,Wolfsburg,31,1,4,A,19,22,7,10,13,9,9,3,2,2,0,0,1.45,4.75,6
Nürnberg,Bayern Munich,31,1,1,D,9,18,4,6,11,8,5,5,1,2,0,0,15,8,1.14
RB Leipzig,Freiburg,31,2,1,H,15,14,4,8,15,15,5,4,3,5,0,0,1.25,5.5,12
Stuttgart,M'Gladbach,31,1,0,H,13,17,6,4,18,8,2,7,2,1,0,0,3.5,3.5,2.05
Bayern Munich,Hannover 96,32,3,1,H,27,2,14,1,9,5,11,0,0,3,0,1,1.03,21,34
Freiburg,Düsseldorf,32,1,1,D,9,16,3,3,12,11,5,4,2,3,1,0,2.1,3.75,3.2
Hertha BSC,Stuttgart,32,3,1,H,11,14,6,1,13,17,2,5,1,1,0,0,2.2,3.6,3.1
Leverkusen,Eint Frankfurt,32,6,1,H,17,4,11,2,3,11,1,4,0,3,0,0,1.61,4.5,5
M'Gladbach,Hoffenheim,32,2,2,D,10,26,5,9,10,18,2,7,2,4,0,0,2.7,4,2.3
Mainz 05,RB Leipzig,32,3,3,D,14,15,6,5,14,12,6,4,1,1,0,0,4.5,4.2,1.7
Schalke 04,Augsburg,32,0,0,D,14,7,3,3,4,7,7,4,1,0,0,0,1.8,3.8,4.33
Werder Bremen,Dortmund,32,2,2,D,14,21,4,8,17,7,4,8,2,1,0,0,3.25,3.75,2.05
Wolfsburg,Nürnberg,32,2,0,H,10,12,4,3,8,12,4,5,0,0,0,0,1.57,4.33,5.5
Augsburg,Hertha BSC,33,3,4,A,5,24,3,8,11,4,1,9,0,1,0,0,2.4,3.6,2.8
Dortmund,Düsseldorf,33,3,2,H,15,8,5,3,11,12,2,4,1,0,0,1,1.3,6,8.5
Eint Frankfurt,Mainz 05,33,0,2,A,13,15,4,4,10,20,9,6,1,1,0,0,1.6,4.2,5.25
Hannover 96,Freiburg,33,3,0,H,18,5,6,1,15,12,5,3,0,2,0,0,2.62,3.75,2.5
Hoffenheim,Werder Bremen,33,0,1,A,19,11,3,6,16,10,1,4,3,4,0,0,1.44,5.25,6
Leverkusen,Schalke 04,33,1,1,D,18,8,5,3,10,10,4,4,2,1,0,0,1.33,5.75,8
Nürnberg,M'Gladbach,33,0,4,A,12,16,2,5,4,14,1,5,0,2,0,0,3.8,4,1.85
RB Leipzig,Bayern Munich,33,0,0,D,10,11,3,5,11,9,1,6,0,2,0,0,5,4,1.66
Stuttgart,Wolfsburg,33,3,0,H,11,8,4,2,14,10,4,3,1,2,0,0,3.2,3.5,2.2
Bayern Munich,Eint Frankfurt,34,5,1,H,23,6,14,2,7,13,5,3,2,2,0,0,1.25,6.5,10
Düsseldorf,Hannover 96,34,2,1,H,15,14,7,3,13,9,2,7,2,1,0,0,1.55,4.2,6
Freiburg,Nürnberg,34,5,1,H,18,14,8,5,15,9,4,2,2,1,0,0,1.75,4,4.33
Hertha BSC,Leverkusen,34,1,5,A,9,13,4,8,10,14,4,3,1,1,0,0,7,4.5,1.44
M'Gladbach,Dortmund,34,0,2,A,7,12,0,3,8,6,2,2,1,1,0,0,2.9,4,2.2
Mainz 05,Hoffenheim,34,4,2,H,22,19,12,7,17,9,8,5,2,4,0,1,4.2,4.75,1.65
Schalke 04,Stuttgart,34,0,0,D,12,16,3,8,10,8,7,5,0,1,0,0,1.61,4.2,5.25
Werder Bremen,RB Leipzig,34,2,1,H,6,10,3,3,16,12,3,9,2,2,0,0,2.5,4,2.5
Wolfsburg,Augsburg,34,8,1,H,18,12,10,4,5,11,6,5,0,2,0,0,1.4,4.75,8
